Post injection (days),Porosity,Permeability,Thickness,Salinity,depth,Residual gas saturation,Injection rate (ton/day),RTI,STI
59860,0.2,0.3,11,100000,750,0.28,80,0.555,0.21
60225,0.2,0.3,11,100000,750,0.28,80,0.556,0.21
60590,0.2,0.3,11,100000,750,0.28,80,0.557,0.21
60955,0.2,0.3,11,100000,750,0.28,80,0.558,0.21
61320,0.2,0.3,11,100000,750,0.28,80,0.558,0.21
61685,0.2,0.3,11,100000,750,0.28,80,0.559,0.211
62050,0.2,0.3,11,100000,750,0.28,80,0.56,0.211
62415,0.2,0.3,11,100000,750,0.28,80,0.561,0.211
62780,0.2,0.3,11,100000,750,0.28,80,0.562,0.211
63145,0.2,0.3,11,100000,750,0.28,80,0.563,0.212
63510,0.2,0.3,11,100000,750,0.28,80,0.563,0.212
63875,0.2,0.3,11,100000,750,0.28,80,0.564,0.212
64240,0.2,0.3,11,100000,750,0.28,80,0.565,0.212
64605,0.2,0.3,11,100000,750,0.28,80,0.565,0.212
64970,0.2,0.3,11,100000,750,0.28,80,0.566,0.213
65335,0.2,0.3,11,100000,750,0.28,80,0.567,0.213
65700,0.2,0.3,11,100000,750,0.28,80,0.568,0.213
66065,0.2,0.3,11,100000,750,0.28,80,0.569,0.213
66430,0.2,0.3,11,100000,750,0.28,80,0.57,0.213
66795,0.2,0.3,11,100000,750,0.28,80,0.57,0.214
67160,0.2,0.3,11,100000,750,0.28,80,0.571,0.214
67525,0.2,0.3,11,100000,750,0.28,80,0.572,0.214
67890,0.2,0.3,11,100000,750,0.28,80,0.573,0.214
68255,0.2,0.3,11,100000,750,0.28,80,0.574,0.215
68620,0.2,0.3,11,100000,750,0.28,80,0.575,0.215
68985,0.2,0.3,11,100000,750,0.28,80,0.576,0.215
69350,0.2,0.3,11,100000,750,0.28,80,0.577,0.215
69715,0.2,0.3,11,100000,750,0.28,80,0.578,0.215
70080,0.2,0.3,11,100000,750,0.28,80,0.579,0.215
70445,0.2,0.3,11,100000,750,0.28,80,0.58,0.215
70810,0.2,0.3,11,100000,750,0.28,80,0.58,0.215
71175,0.2,0.3,11,100000,750,0.28,80,0.581,0.215
71540,0.2,0.3,11,100000,750,0.28,80,0.582,0.215
71905,0.2,0.3,11,100000,750,0.28,80,0.583,0.215
72270,0.2,0.3,11,100000,750,0.28,80,0.584,0.215
72635,0.2,0.3,11,100000,750,0.28,80,0.584,0.215
73000,0.2,0.3,11,100000,750,0.28,80,0.585,0.215
73365,0.2,0.3,11,100000,750,0.28,80,0.585,0.215
73730,0.2,0.3,11,100000,750,0.28,80,0.585,0.215
74095,0.2,0.3,11,100000,750,0.28,80,0.586,0.215
74460,0.2,0.3,11,100000,750,0.28,80,0.586,0.215
74825,0.2,0.3,11,100000,750,0.28,80,0.586,0.215
75190,0.2,0.3,11,100000,750,0.28,80,0.586,0.215
75555,0.2,0.3,11,100000,750,0.28,80,0.587,0.215
75920,0.2,0.3,11,100000,750,0.28,80,0.587,0.215
76285,0.2,0.3,11,100000,750,0.28,80,0.587,0.215
76650,0.2,0.3,11,100000,750,0.28,80,0.588,0.215
77015,0.2,0.3,11,100000,750,0.28,80,0.589,0.216
77380,0.2,0.3,11,100000,750,0.28,80,0.59,0.216
77745,0.2,0.3,11,100000,750,0.28,80,0.591,0.217
78110,0.2,0.3,11,100000,750,0.28,80,0.592,0.217
78475,0.2,0.3,11,100000,750,0.28,80,0.593,0.218
78840,0.2,0.3,11,100000,750,0.28,80,0.594,0.218
79205,0.2,0.3,11,100000,750,0.28,80,0.595,0.218
79570,0.2,0.3,11,100000,750,0.28,80,0.596,0.219
79935,0.2,0.3,11,100000,750,0.28,80,0.597,0.219
80300,0.2,0.3,11,100000,750,0.28,80,0.598,0.22
80665,0.2,0.3,11,100000,750,0.28,80,0.598,0.22
81030,0.2,0.3,11,100000,750,0.28,80,0.598,0.22
81395,0.2,0.3,11,100000,750,0.28,80,0.599,0.221
81760,0.2,0.3,11,100000,750,0.28,80,0.599,0.221
82125,0.2,0.3,11,100000,750,0.28,80,0.6,0.221
82490,0.2,0.3,11,100000,750,0.28,80,0.6,0.221
82855,0.2,0.3,11,100000,750,0.28,80,0.601,0.222
83220,0.2,0.3,11,100000,750,0.28,80,0.601,0.222
83585,0.2,0.3,11,100000,750,0.28,80,0.602,0.222
83950,0.2,0.3,11,100000,750,0.28,80,0.603,0.223
84315,0.2,0.3,11,100000,750,0.28,80,0.603,0.222
84680,0.2,0.3,11,100000,750,0.28,80,0.604,0.222
85045,0.2,0.3,11,100000,750,0.28,80,0.605,0.221
85410,0.2,0.3,11,100000,750,0.28,80,0.606,0.221
85775,0.2,0.3,11,100000,750,0.28,80,0.606,0.22
86140,0.2,0.3,11,100000,750,0.28,80,0.607,0.22
86505,0.2,0.3,11,100000,750,0.28,80,0.608,0.219
86870,0.2,0.3,11,100000,750,0.28,80,0.608,0.219
87235,0.2,0.3,11,100000,750,0.28,80,0.609,0.218
87600,0.2,0.3,11,100000,750,0.28,80,0.61,0.218
87965,0.2,0.3,11,100000,750,0.28,80,0.61,0.218
88330,0.2,0.3,11,100000,750,0.28,80,0.611,0.219
88695,0.2,0.3,11,100000,750,0.28,80,0.611,0.22
89060,0.2,0.3,11,100000,750,0.28,80,0.612,0.221
89425,0.2,0.3,11,100000,750,0.28,80,0.612,0.221
89790,0.2,0.3,11,100000,750,0.28,80,0.613,0.222
90155,0.2,0.3,11,100000,750,0.28,80,0.613,0.223
90520,0.2,0.3,11,100000,750,0.28,80,0.613,0.224
90885,0.2,0.3,11,100000,750,0.28,80,0.614,0.224
91250,0.2,0.3,11,100000,750,0.28,80,0.614,0.225
91615,0.2,0.3,11,100000,750,0.28,80,0.615,0.225
91980,0.2,0.3,11,100000,750,0.28,80,0.615,0.226
92345,0.2,0.3,11,100000,750,0.28,80,0.616,0.226
92710,0.2,0.3,11,100000,750,0.28,80,0.616,0.226
93075,0.2,0.3,11,100000,750,0.28,80,0.617,0.226
93440,0.2,0.3,11,100000,750,0.28,80,0.617,0.227
93805,0.2,0.3,11,100000,750,0.28,80,0.618,0.227
94170,0.2,0.3,11,100000,750,0.28,80,0.618,0.227
94535,0.2,0.3,11,100000,750,0.28,80,0.619,0.227
94900,0.2,0.3,11,100000,750,0.28,80,0.619,0.227
95265,0.2,0.3,11,100000,750,0.28,80,0.62,0.227
95630,0.2,0.3,11,100000,750,0.28,80,0.62,0.227
95995,0.2,0.3,11,100000,750,0.28,80,0.621,0.227
96360,0.2,0.3,11,100000,750,0.28,80,0.621,0.226
96725,0.2,0.3,11,100000,750,0.28,80,0.622,0.226
97090,0.2,0.3,11,100000,750,0.28,80,0.622,0.226
97455,0.2,0.3,11,100000,750,0.28,80,0.623,0.226
97820,0.2,0.3,11,100000,750,0.28,80,0.623,0.225
98185,0.2,0.3,11,100000,750,0.28,80,0.624,0.225
98550,0.2,0.3,11,100000,750,0.28,80,0.624,0.225
98915,0.2,0.3,11,100000,750,0.28,80,0.625,0.225
99280,0.2,0.3,11,100000,750,0.28,80,0.625,0.226
99645,0.2,0.3,11,100000,750,0.28,80,0.626,0.226
100010,0.2,0.3,11,100000,750,0.28,80,0.626,0.226
100375,0.2,0.3,11,100000,750,0.28,80,0.626,0.226
100740,0.2,0.3,11,100000,750,0.28,80,0.627,0.227
101105,0.2,0.3,11,100000,750,0.28,80,0.627,0.227
101470,0.2,0.3,11,100000,750,0.28,80,0.628,0.227
101835,0.2,0.3,11,100000,750,0.28,80,0.628,0.227
102200,0.2,0.3,11,100000,750,0.28,80,0.629,0.228
102565,0.2,0.3,11,100000,750,0.28,80,0.629,0.228
102930,0.2,0.3,11,100000,750,0.28,80,0.63,0.228
103295,0.2,0.3,11,100000,750,0.28,80,0.63,0.228
103660,0.2,0.3,11,100000,750,0.28,80,0.631,0.229
104025,0.2,0.3,11,100000,750,0.28,80,0.631,0.229
104390,0.2,0.3,11,100000,750,0.28,80,0.632,0.229
104755,0.2,0.3,11,100000,750,0.28,80,0.632,0.229
105120,0.2,0.3,11,100000,750,0.28,80,0.632,0.23
105485,0.2,0.3,11,100000,750,0.28,80,0.633,0.23
105850,0.2,0.3,11,100000,750,0.28,80,0.633,0.23
106215,0.2,0.3,11,100000,750,0.28,80,0.634,0.23
106580,0.2,0.3,11,100000,750,0.28,80,0.634,0.23
106945,0.2,0.3,11,100000,750,0.28,80,0.634,0.23
107310,0.2,0.3,11,100000,750,0.28,80,0.635,0.23
107675,0.2,0.3,11,100000,750,0.28,80,0.635,0.23
108040,0.2,0.3,11,100000,750,0.28,80,0.635,0.23
108405,0.2,0.3,11,100000,750,0.28,80,0.636,0.23
108770,0.2,0.3,11,100000,750,0.28,80,0.636,0.23
20075,0.179,7.09,350,35000,2490,0.05,1508.76,0.3446,0.1758
20440,0.179,7.09,350,35000,2490,0.05,1508.76,0.3454,0.1763
20805,0.179,7.09,350,35000,2490,0.05,1508.76,0.3463,0.1768
21170,0.179,7.09,350,35000,2490,0.05,1508.76,0.3471,0.1774
21535,0.179,7.09,350,35000,2490,0.05,1508.76,0.3479,0.1779
21900,0.179,7.09,350,35000,2490,0.05,1508.76,0.3487,0.1785
22265,0.179,7.09,350,35000,2490,0.05,1508.76,0.3495,0.179
22630,0.179,7.09,350,35000,2490,0.05,1508.76,0.3504,0.1796
22995,0.179,7.09,350,35000,2490,0.05,1508.76,0.3512,0.1801
23360,0.179,7.09,350,35000,2490,0.05,1508.76,0.352,0.1807
23725,0.179,7.09,350,35000,2490,0.05,1508.76,0.3528,0.1812
24090,0.179,7.09,350,35000,2490,0.05,1508.76,0.3536,0.1817
24455,0.179,7.09,350,35000,2490,0.05,1508.76,0.3545,0.1823
24820,0.179,7.09,350,35000,2490,0.05,1508.76,0.3553,0.1828
25185,0.179,7.09,350,35000,2490,0.05,1508.76,0.3561,0.1834
25550,0.179,7.09,350,35000,2490,0.05,1508.76,0.3569,0.1839
25915,0.179,7.09,350,35000,2490,0.05,1508.76,0.3577,0.1845
26280,0.179,7.09,350,35000,2490,0.05,1508.76,0.3586,0.185
26645,0.179,7.09,350,35000,2490,0.05,1508.76,0.3594,0.1855
27010,0.179,7.09,350,35000,2490,0.05,1508.76,0.3602,0.1861
27375,0.179,7.09,350,35000,2490,0.05,1508.76,0.361,0.1866
27740,0.179,7.09,350,35000,2490,0.05,1508.76,0.3618,0.1872
28105,0.179,7.09,350,35000,2490,0.05,1508.76,0.3627,0.1877
28470,0.179,7.09,350,35000,2490,0.05,1508.76,0.3635,0.1883
28835,0.179,7.09,350,35000,2490,0.05,1508.76,0.3643,0.1888
29200,0.179,7.09,350,35000,2490,0.05,1508.76,0.3651,0.1894
29565,0.179,7.09,350,35000,2490,0.05,1508.76,0.3659,0.1899
29930,0.179,7.09,350,35000,2490,0.05,1508.76,0.3668,0.1904
30295,0.179,7.09,350,35000,2490,0.05,1508.76,0.3676,0.191
30660,0.179,7.09,350,35000,2490,0.05,1508.76,0.3684,0.1915
31025,0.179,7.09,350,35000,2490,0.05,1508.76,0.3692,0.1921
31390,0.179,7.09,350,35000,2490,0.05,1508.76,0.37,0.1926
31755,0.179,7.09,350,35000,2490,0.05,1508.76,0.3709,0.1932
32120,0.179,7.09,350,35000,2490,0.05,1508.76,0.3717,0.1937
32485,0.179,7.09,350,35000,2490,0.05,1508.76,0.3725,0.1943
32850,0.179,7.09,350,35000,2490,0.05,1508.76,0.3733,0.1948
33215,0.179,7.09,350,35000,2490,0.05,1508.76,0.3741,0.1953
33580,0.179,7.09,350,35000,2490,0.05,1508.76,0.375,0.1959
33945,0.179,7.09,350,35000,2490,0.05,1508.76,0.3758,0.1964
34310,0.179,7.09,350,35000,2490,0.05,1508.76,0.3766,0.197
34675,0.179,7.09,350,35000,2490,0.05,1508.76,0.3774,0.1975
35040,0.179,7.09,350,35000,2490,0.05,1508.76,0.3782,0.1981
35405,0.179,7.09,350,35000,2490,0.05,1508.76,0.3791,0.1986
35770,0.179,7.09,350,35000,2490,0.05,1508.76,0.3799,0.1992
36135,0.179,7.09,350,35000,2490,0.05,1508.76,0.3807,0.1997
36500,0.179,7.09,350,35000,2490,0.05,1508.76,0.3815,0.2002
36865,0.179,7.09,350,35000,2490,0.05,1508.76,0.3823,0.2008
37230,0.179,7.09,350,35000,2490,0.05,1508.76,0.3832,0.2013
37595,0.179,7.09,350,35000,2490,0.05,1508.76,0.384,0.2019
37960,0.179,7.09,350,35000,2490,0.05,1508.76,0.3848,0.2024
38325,0.179,7.09,350,35000,2490,0.05,1508.76,0.3854,0.203
38690,0.179,7.09,350,35000,2490,0.05,1508.76,0.3858,0.2035
39055,0.179,7.09,350,35000,2490,0.05,1508.76,0.3861,0.2039
39420,0.179,7.09,350,35000,2490,0.05,1508.76,0.3865,0.2041
39785,0.179,7.09,350,35000,2490,0.05,1508.76,0.3869,0.2044
40150,0.179,7.09,350,35000,2490,0.05,1508.76,0.3873,0.2046
40515,0.179,7.09,350,35000,2490,0.05,1508.76,0.3876,0.2049
40880,0.179,7.09,350,35000,2490,0.05,1508.76,0.388,0.2051
41245,0.179,7.09,350,35000,2490,0.05,1508.76,0.3884,0.2054
41610,0.179,7.09,350,35000,2490,0.05,1508.76,0.3888,0.2056
41975,0.179,7.09,350,35000,2490,0.05,1508.76,0.3891,0.2059
42340,0.179,7.09,350,35000,2490,0.05,1508.76,0.3895,0.2061
42705,0.179,7.09,350,35000,2490,0.05,1508.76,0.3899,0.2064
43070,0.179,7.09,350,35000,2490,0.05,1508.76,0.3903,0.2066
43435,0.179,7.09,350,35000,2490,0.05,1508.76,0.3906,0.2069
43800,0.179,7.09,350,35000,2490,0.05,1508.76,0.391,0.2071
44165,0.179,7.09,350,35000,2490,0.05,1508.76,0.3914,0.2074
44530,0.179,7.09,350,35000,2490,0.05,1508.76,0.3918,0.2076
44895,0.179,7.09,350,35000,2490,0.05,1508.76,0.3921,0.2079
45260,0.179,7.09,350,35000,2490,0.05,1508.76,0.3925,0.2081
45625,0.179,7.09,350,35000,2490,0.05,1508.76,0.3929,0.2084
45990,0.179,7.09,350,35000,2490,0.05,1508.76,0.3933,0.2086
46355,0.179,7.09,350,35000,2490,0.05,1508.76,0.3936,0.2089
46720,0.179,7.09,350,35000,2490,0.05,1508.76,0.394,0.2091
47085,0.179,7.09,350,35000,2490,0.05,1508.76,0.3944,0.2094
47450,0.179,7.09,350,35000,2490,0.05,1508.76,0.3948,0.2096
47815,0.179,7.09,350,35000,2490,0.05,1508.76,0.3951,0.2099
48180,0.179,7.09,350,35000,2490,0.05,1508.76,0.3955,0.2101
48545,0.179,7.09,350,35000,2490,0.05,1508.76,0.3959,0.2104
48910,0.179,7.09,350,35000,2490,0.05,1508.76,0.3963,0.2106
49275,0.179,7.09,350,35000,2490,0.05,1508.76,0.3966,0.2109
49640,0.179,7.09,350,35000,2490,0.05,1508.76,0.397,0.2111
50005,0.179,7.09,350,35000,2490,0.05,1508.76,0.3974,0.2114
50370,0.179,7.09,350,35000,2490,0.05,1508.76,0.3978,0.2116
50735,0.179,7.09,350,35000,2490,0.05,1508.76,0.3981,0.2119
51100,0.179,7.09,350,35000,2490,0.05,1508.76,0.3985,0.2121
51465,0.179,7.09,350,35000,2490,0.05,1508.76,0.3989,0.2124
51830,0.179,7.09,350,35000,2490,0.05,1508.76,0.3993,0.2126
52195,0.179,7.09,350,35000,2490,0.05,1508.76,0.3996,0.2129
52560,0.179,7.09,350,35000,2490,0.05,1508.76,0.4,0.2131
52925,0.179,7.09,350,35000,2490,0.05,1508.76,0.4004,0.2134
53290,0.179,7.09,350,35000,2490,0.05,1508.76,0.4008,0.2136
53655,0.179,7.09,350,35000,2490,0.05,1508.76,0.4011,0.2139
54020,0.179,7.09,350,35000,2490,0.05,1508.76,0.4015,0.2141
54385,0.179,7.09,350,35000,2490,0.05,1508.76,0.4019,0.2144
54750,0.179,7.09,350,35000,2490,0.05,1508.76,0.4023,0.2146
55115,0.179,7.09,350,35000,2490,0.05,1508.76,0.4026,0.2149
55480,0.179,7.09,350,35000,2490,0.05,1508.76,0.403,0.2151
55845,0.179,7.09,350,35000,2490,0.05,1508.76,0.4034,0.2154
56210,0.179,7.09,350,35000,2490,0.05,1508.76,0.4038,0.2156
56575,0.179,7.09,350,35000,2490,0.05,1508.76,0.4041,0.2159
56940,0.179,7.09,350,35000,2490,0.05,1508.76,0.4045,0.2161
57305,0.179,7.09,350,35000,2490,0.05,1508.76,0.4049,0.2164
57670,0.179,7.09,350,35000,2490,0.05,1508.76,0.4053,0.2166
58035,0.179,7.09,350,35000,2490,0.05,1508.76,0.4056,0.2169
58400,0.179,7.09,350,35000,2490,0.05,1508.76,0.406,0.2171
58765,0.179,7.09,350,35000,2490,0.05,1508.76,0.4064,0.2174
59130,0.179,7.09,350,35000,2490,0.05,1508.76,0.4068,0.2176
59495,0.179,7.09,350,35000,2490,0.05,1508.76,0.4071,0.2179
59860,0.179,7.09,350,35000,2490,0.05,1508.76,0.4076,0.2181
60225,0.179,7.09,350,35000,2490,0.05,1508.76,0.4081,0.2184
60590,0.179,7.09,350,35000,2490,0.05,1508.76,0.4087,0.2187
60955,0.179,7.09,350,35000,2490,0.05,1508.76,0.4093,0.2192
61320,0.179,7.09,350,35000,2490,0.05,1508.76,0.4098,0.2197
61685,0.179,7.09,350,35000,2490,0.05,1508.76,0.4104,0.2202
62050,0.179,7.09,350,35000,2490,0.05,1508.76,0.411,0.2207
62415,0.179,7.09,350,35000,2490,0.05,1508.76,0.4115,0.2212
62780,0.179,7.09,350,35000,2490,0.05,1508.76,0.4121,0.2217
63145,0.179,7.09,350,35000,2490,0.05,1508.76,0.4127,0.2222
63510,0.179,7.09,350,35000,2490,0.05,1508.76,0.4132,0.2227
63875,0.179,7.09,350,35000,2490,0.05,1508.76,0.4138,0.2232
64240,0.179,7.09,350,35000,2490,0.05,1508.76,0.4143,0.2237
64605,0.179,7.09,350,35000,2490,0.05,1508.76,0.4149,0.2242
64970,0.179,7.09,350,35000,2490,0.05,1508.76,0.4155,0.2247
65335,0.179,7.09,350,35000,2490,0.05,1508.76,0.416,0.2252
65700,0.179,7.09,350,35000,2490,0.05,1508.76,0.4166,0.2258
66065,0.179,7.09,350,35000,2490,0.05,1508.76,0.4172,0.2263
66430,0.179,7.09,350,35000,2490,0.05,1508.76,0.4177,0.2268
66795,0.179,7.09,350,35000,2490,0.05,1508.76,0.4183,0.2273
67160,0.179,7.09,350,35000,2490,0.05,1508.76,0.4189,0.2278
67525,0.179,7.09,350,35000,2490,0.05,1508.76,0.4194,0.2283
67890,0.179,7.09,350,35000,2490,0.05,1508.76,0.42,0.2288
68255,0.179,7.09,350,35000,2490,0.05,1508.76,0.4205,0.2293
68620,0.179,7.09,350,35000,2490,0.05,1508.76,0.4211,0.2298
68985,0.179,7.09,350,35000,2490,0.05,1508.76,0.4217,0.2303
69350,0.179,7.09,350,35000,2490,0.05,1508.76,0.4222,0.2308
69715,0.179,7.09,350,35000,2490,0.05,1508.76,0.4228,0.2313
70080,0.179,7.09,350,35000,2490,0.05,1508.76,0.4234,0.2318
70445,0.179,7.09,350,35000,2490,0.05,1508.76,0.4239,0.2323
70810,0.179,7.09,350,35000,2490,0.05,1508.76,0.4245,0.2328
71175,0.179,7.09,350,35000,2490,0.05,1508.76,0.4251,0.2333
71540,0.179,7.09,350,35000,2490,0.05,1508.76,0.4256,0.2338
71905,0.179,7.09,350,35000,2490,0.05,1508.76,0.4262,0.2343
72270,0.179,7.09,350,35000,2490,0.05,1508.76,0.4268,0.2348
72635,0.179,7.09,350,35000,2490,0.05,1508.76,0.4273,0.2353
73000,0.179,7.09,350,35000,2490,0.05,1508.76,0.4279,0.2358
73365,0.179,7.09,350,35000,2490,0.05,1508.76,0.4284,0.2363
73730,0.179,7.09,350,35000,2490,0.05,1508.76,0.429,0.2368
74095,0.179,7.09,350,35000,2490,0.05,1508.76,0.4296,0.2373
74460,0.179,7.09,350,35000,2490,0.05,1508.76,0.4301,0.2378
74825,0.179,7.09,350,35000,2490,0.05,1508.76,0.4307,0.2383
75190,0.179,7.09,350,35000,2490,0.05,1508.76,0.4313,0.2388
75555,0.179,7.09,350,35000,2490,0.05,1508.76,0.4318,0.2393
75920,0.179,7.09,350,35000,2490,0.05,1508.76,0.4324,0.2398
76285,0.179,7.09,350,35000,2490,0.05,1508.76,0.433,0.2403
76650,0.179,7.09,350,35000,2490,0.05,1508.76,0.4335,0.2408
77015,0.179,7.09,350,35000,2490,0.05,1508.76,0.4341,0.2413
77380,0.179,7.09,350,35000,2490,0.05,1508.76,0.4346,0.2418
77745,0.179,7.09,350,35000,2490,0.05,1508.76,0.4352,0.2423
78110,0.179,7.09,350,35000,2490,0.05,1508.76,0.4358,0.2428
78475,0.179,7.09,350,35000,2490,0.05,1508.76,0.4363,0.2433
78840,0.179,7.09,350,35000,2490,0.05,1508.76,0.4369,0.2438
79205,0.179,7.09,350,35000,2490,0.05,1508.76,0.4372,0.2443
79570,0.179,7.09,350,35000,2490,0.05,1508.76,0.4373,0.2445
79935,0.179,7.09,350,35000,2490,0.05,1508.76,0.4375,0.2446
80300,0.179,7.09,350,35000,2490,0.05,1508.76,0.4377,0.2447
80665,0.179,7.09,350,35000,2490,0.05,1508.76,0.4379,0.2448
81030,0.179,7.09,350,35000,2490,0.05,1508.76,0.4381,0.2449
81395,0.179,7.09,350,35000,2490,0.05,1508.76,0.4382,0.245
81760,0.179,7.09,350,35000,2490,0.05,1508.76,0.4384,0.2451
82125,0.179,7.09,350,35000,2490,0.05,1508.76,0.4386,0.2451
82490,0.179,7.09,350,35000,2490,0.05,1508.76,0.4388,0.2452
82855,0.179,7.09,350,35000,2490,0.05,1508.76,0.4389,0.2453
83220,0.179,7.09,350,35000,2490,0.05,1508.76,0.4391,0.2454
83585,0.179,7.09,350,35000,2490,0.05,1508.76,0.4393,0.2455
83950,0.179,7.09,350,35000,2490,0.05,1508.76,0.4395,0.2456
84315,0.179,7.09,350,35000,2490,0.05,1508.76,0.4396,0.2457
84680,0.179,7.09,350,35000,2490,0.05,1508.76,0.4398,0.2458
85045,0.179,7.09,350,35000,2490,0.05,1508.76,0.44,0.2459
85410,0.179,7.09,350,35000,2490,0.05,1508.76,0.4402,0.246
85775,0.179,7.09,350,35000,2490,0.05,1508.76,0.4403,0.246
86140,0.179,7.09,350,35000,2490,0.05,1508.76,0.4405,0.2461
86505,0.179,7.09,350,35000,2490,0.05,1508.76,0.4407,0.2462
86870,0.179,7.09,350,35000,2490,0.05,1508.76,0.4409,0.2463
87235,0.179,7.09,350,35000,2490,0.05,1508.76,0.441,0.2464
87600,0.179,7.09,350,35000,2490,0.05,1508.76,0.4412,0.2465
87965,0.179,7.09,350,35000,2490,0.05,1508.76,0.4414,0.2466
88330,0.179,7.09,350,35000,2490,0.05,1508.76,0.4416,0.2467
88695,0.179,7.09,350,35000,2490,0.05,1508.76,0.4418,0.2468
89060,0.179,7.09,350,35000,2490,0.05,1508.76,0.4419,0.2469
89425,0.179,7.09,350,35000,2490,0.05,1508.76,0.4421,0.247
89790,0.179,7.09,350,35000,2490,0.05,1508.76,0.4423,0.247
90155,0.179,7.09,350,35000,2490,0.05,1508.76,0.4425,0.2471
90520,0.179,7.09,350,35000,2490,0.05,1508.76,0.4426,0.2472
90885,0.179,7.09,350,35000,2490,0.05,1508.76,0.4428,0.2473
91250,0.179,7.09,350,35000,2490,0.05,1508.76,0.443,0.2474
91615,0.179,7.09,350,35000,2490,0.05,1508.76,0.4432,0.2475
91980,0.179,7.09,350,35000,2490,0.05,1508.76,0.4433,0.2476
92345,0.179,7.09,350,35000,2490,0.05,1508.76,0.4435,0.2477
92710,0.179,7.09,350,35000,2490,0.05,1508.76,0.4437,0.2478
93075,0.179,7.09,350,35000,2490,0.05,1508.76,0.4439,0.2479
93440,0.179,7.09,350,35000,2490,0.05,1508.76,0.444,0.2479
93805,0.179,7.09,350,35000,2490,0.05,1508.76,0.4442,0.248
94170,0.179,7.09,350,35000,2490,0.05,1508.76,0.4444,0.2481
94535,0.179,7.09,350,35000,2490,0.05,1508.76,0.4447,0.2484
94900,0.179,7.09,350,35000,2490,0.05,1508.76,0.4451,0.2487
95265,0.179,7.09,350,35000,2490,0.05,1508.76,0.4455,0.249
95630,0.179,7.09,350,35000,2490,0.05,1508.76,0.4459,0.2493
95995,0.179,7.09,350,35000,2490,0.05,1508.76,0.4463,0.2496
96360,0.179,7.09,350,35000,2490,0.05,1508.76,0.4467,0.2499
96725,0.179,7.09,350,35000,2490,0.05,1508.76,0.4471,0.2502
97090,0.179,7.09,350,35000,2490,0.05,1508.76,0.4475,0.2505
97455,0.179,7.09,350,35000,2490,0.05,1508.76,0.4479,0.2508
97820,0.179,7.09,350,35000,2490,0.05,1508.76,0.4483,0.2511
98185,0.179,7.09,350,35000,2490,0.05,1508.76,0.4487,0.2514
98550,0.179,7.09,350,35000,2490,0.05,1508.76,0.4491,0.2517
98915,0.179,7.09,350,35000,2490,0.05,1508.76,0.4495,0.252
99280,0.179,7.09,350,35000,2490,0.05,1508.76,0.4499,0.2523
99645,0.179,7.09,350,35000,2490,0.05,1508.76,0.4503,0.2526
100010,0.179,7.09,350,35000,2490,0.05,1508.76,0.4507,0.2529
100375,0.179,7.09,350,35000,2490,0.05,1508.76,0.4511,0.2532
100740,0.179,7.09,350,35000,2490,0.05,1508.76,0.4515,0.2535
101105,0.179,7.09,350,35000,2490,0.05,1508.76,0.4518,0.2538
101470,0.179,7.09,350,35000,2490,0.05,1508.76,0.4522,0.2541
101835,0.179,7.09,350,35000,2490,0.05,1508.76,0.4526,0.2544
102200,0.179,7.09,350,35000,2490,0.05,1508.76,0.453,0.2548
102565,0.179,7.09,350,35000,2490,0.05,1508.76,0.4534,0.2551
102930,0.179,7.09,350,35000,2490,0.05,1508.76,0.4538,0.2554
103295,0.179,7.09,350,35000,2490,0.05,1508.76,0.4542,0.2557
103660,0.179,7.09,350,35000,2490,0.05,1508.76,0.4546,0.256
104025,0.179,7.09,350,35000,2490,0.05,1508.76,0.455,0.2563
104390,0.179,7.09,350,35000,2490,0.05,1508.76,0.4554,0.2566
104755,0.179,7.09,350,35000,2490,0.05,1508.76,0.4558,0.2569
105120,0.179,7.09,350,35000,2490,0.05,1508.76,0.4562,0.2572
105485,0.179,7.09,350,35000,2490,0.05,1508.76,0.4566,0.2575
105850,0.179,7.09,350,35000,2490,0.05,1508.76,0.457,0.2578
106215,0.179,7.09,350,35000,2490,0.05,1508.76,0.4574,0.2581
106580,0.179,7.09,350,35000,2490,0.05,1508.76,0.4578,0.2584
106945,0.179,7.09,350,35000,2490,0.05,1508.76,0.4582,0.2587
107310,0.179,7.09,350,35000,2490,0.05,1508.76,0.4586,0.259
107675,0.179,7.09,350,35000,2490,0.05,1508.76,0.459,0.2593
108040,0.179,7.09,350,35000,2490,0.05,1508.76,0.4594,0.2596
108405,0.179,7.09,350,35000,2490,0.05,1508.76,0.4598,0.2599
108770,0.179,7.09,350,35000,2490,0.05,1508.76,0.4602,0.2602
109135,0.179,7.09,350,35000,2490,0.05,1508.76,0.4606,0.2605
109500,0.179,7.09,350,35000,2490,0.05,1508.76,0.4609,0.2608
109865,0.179,7.09,350,35000,2490,0.05,1508.76,0.4613,0.2611
110230,0.179,7.09,350,35000,2490,0.05,1508.76,0.4617,0.2614
110595,0.179,7.09,350,35000,2490,0.05,1508.76,0.4621,0.2617
110960,0.179,7.09,350,35000,2490,0.05,1508.76,0.4625,0.262
111325,0.179,7.09,350,35000,2490,0.05,1508.76,0.4629,0.2624
111690,0.179,7.09,350,35000,2490,0.05,1508.76,0.4632,0.2627
112055,0.179,7.09,350,35000,2490,0.05,1508.76,0.4634,0.263
112420,0.179,7.09,350,35000,2490,0.05,1508.76,0.4636,0.2631
